Caption	CommandLine	CreationClassName	CreationDate	CSCreationClassName	CSName	Description	ExecutablePath	ExecutionState	Handle	HandleCount	InstallDate	KernelModeTime	MaximumWorkingSetSize	MinimumWorkingSetSize	Name	OSCreationClassName	OSName	OtherOperationCount	OtherTransferCount	PageFaults	PageFileUsage	ParentProcessId	PeakPageFileUsage	PeakVirtualSize	PeakWorkingSetSize	Priority	PrivatePageCount	ProcessId	QuotaNonPagedPoolUsage	QuotaPagedPoolUsage	QuotaPeakNonPagedPoolUsage	QuotaPeakPagedPoolUsage	ReadOperationCount	ReadTransferCount	SessionId	Status	TerminationDate	ThreadCount	UserModeTime	VirtualSize	WindowsVersion	WorkingSetSize	WriteOperationCount	WriteTransferCount																																				
svchost.exe	Win32_Process	20201030093145.713288-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	3980	140	34218750	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	15342	1786778	24835	1788	1012	2260	2.20339E+12	6940	8	1830912	3980	12	65	18	65	0	0	0	4	8750000	2.20339E+12	10.0.19041	5283840	0	0																																									
svchost.exe	Win32_Process	20201030093145.713305-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	3988	383	28750000	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	15048	1577356	11475	3000	1012	3644	2.20341E+12	10480	8	3072000	3988	16	102	25	103	0	0	0	10	28906250	2.20341E+12	10.0.19041	7630848	0	0																																									
svchost.exe	Win32_Process	20201030093145.720641-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4032	226	7343750	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	2464	253007	5117	2276	1012	2720	2.2034E+12	8940	8	2330624	4032	11	78	15	81	0	0	0	7	10937500	2.2034E+12	10.0.19041	6983680	0	0																																									
svchost.exe	Win32_Process	20201030093145.754309-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4164	201	2108906250	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	185762	9084514	183390	2352	1012	3664	2.2034E+12	7952	8	2408448	4164	10	85	16	86	1	1896	0	4	753593750	2.2034E+12	10.0.19041	6963200	0	0																																									
svchost.exe	Win32_Process	20201030093145.789764-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4296	544	151093750	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	8316	4600799	37458	6860	1012	10464	2.20346E+12	19200	8	7024640	4296	26	177	28	195	10963	639897	0	14	204062500	2.20345E+12	10.0.19041	15654912	1	160																																									
svchost.exe	Win32_Process	20201030093145.838429-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4336	271	1250000	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	799	19577	9107	3920	1012	6796	2.20344E+12	18708	8	4014080	4336	15	121	19	160	8	393192	0	5	1250000	2.20342E+12	10.0.19041	10166272	17	340																																									
svchost.exe	Win32_Process	20201030093145.838645-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4344	185	17656250	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	15329	807359	8616	2712	1012	24784	2.20345E+12	14460	8	2777088	4344	14	95	14	111	2820	120624	0	3	40468750	2.20344E+12	10.0.19041	9064448	21	7008256																																									
svchost.exe	Win32_Process	20201030093145.851746-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4396	253	16250000	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	13104	3097321	12663	3240	1012	4404	2.20343E+12	14480	8	3317760	4396	15	132	21	146	0	0	0	4	7968750	2.20342E+12	10.0.19041	12935168	0	0																																									
spoolsv.exe	Win32_Process	20201030093145.871342-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	spoolsv.exe	4452	480	10625000	spoolsv.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	3536	190671	20888	6940	1012	8060	2.20345E+12	16240	8	7106560	4452	24	156	29	184	150	54279	0	8	7656250	2.20343E+12	10.0.19041	14249984	614	42739																																									
svchost.exe	Win32_Process	20201030093145.895976-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4516	432	297343750	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	274184	25891216	305483	12160	1012	16820	2.20345E+12	25172	8	12451840	4516	32	113	38	115	1	116	0	13	215781250	2.20343E+12	10.0.19041	11644928	2	32928																																									
svchost.exe	Win32_Process	20201030093145.919135-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4620	180	23750000	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	39366	2358518	7745	2064	1012	2268	2.2034E+12	8232	8	2113536	4620	11	82	16	90	3663	173560	0	5	11250000	2.2034E+12	10.0.19041	5505024	2934	323412																																									
wlanext.exe	Win32_Process	20201030093145.930182-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	wlanext.exe	4656	398	20156250	wlanext.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	8459	27671756	10261	5008	4296	5240	2.20345E+12	17844	8	5128192	4656	19	191	22	198	132	1155980	0	9	22812500	2.20345E+12	10.0.19041	12533760	0	0																																									
conhost.exe	Win32_Process	20201030093145.935618-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	4680	96	0	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	50	1806	3347	6204	4656	6288	2.2034E+12	9948	8	6352896	4680	7	79	8	79	0	0	0	2	312500	2.2034E+12	10.0.19041	4571136	0	0																																									
ApsInsSvc.exe	Win32_Process	20201030093146.135443-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	ApsInsSvc.exe	4916	99	26406250	ApsInsSvc.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	21	130	6854	1456	1012	1572	4375277568	5696	8	1490944	4916	8	78	8	79	0	0	0	3	7500000	4371083264	10.0.19041	4431872	0	0																																									
IntelCpHeciSvc.exe	Win32_Process	20201030093146.135900-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	IntelCpHeciSvc.exe	4924	127	156250	IntelCpHeciSvc.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	201	949	3597	1576	1012	1660	2.2034E+12	7088	8	1613824	4924	8	70	9	70	40	840	0	3	625000	2.20339E+12	10.0.19041	4857856	4	124																																									
svchost.exe	Win32_Process	20201030093146.136584-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4932	541	118437500	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	45016	7836982	167856	19872	1012	56720	2.20352E+12	70396	8	20348928	4932	25	178	33	193	682	19561367	0	10	183281250	2.2035E+12	10.0.19041	27312128	5612	13280383																																									
svchost.exe	Win32_Process	20201030093146.136665-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4940	411	1511562500	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	277439	25270272	2578447	31660	1012	181112	2.2039E+12	161484	8	32419840	4940	29	145	52	351	26155	588475002	0	19	1345000000	2.2038E+12	10.0.19041	34074624	94893	477019574																																									
FMService64.exe	Win32_Process	20201030093146.136794-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	FMService64.exe	4948	364	13125000	FMService64.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	791	22508	5817	2000	1012	2144	4380487680	7540	8	2048000	4948	9	84	11	85	3	40872	0	4	6250000	4369846272	10.0.19041	5726208	1	134																																									
svchost.exe	Win32_Process	20201030093146.137073-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4956	343	101875000	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	55063	3578074	92261	5752	1012	22820	2.20377E+12	31780	8	5890048	4956	27	122	431	503	12309	15315642	0	6	88593750	2.20358E+12	10.0.19041	12800000	13644	62594666																																									
DAX3API.exe	Win32_Process	20201030093146.139162-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	DAX3API.exe	5012	422	34375000	DAX3API.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	4861	44388195	12554	5864	1012	6096	4413124608	13068	8	6004736	5012	12	125	15	127	262	979682	0	7	27500000	4401614848	10.0.19041	9285632	36	1242																																									
IntelCpHDCPSvc.exe	Win32_Process	20201030093146.139526-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	IntelCpHDCPSvc.exe	5020	146	0	IntelCpHDCPSvc.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	33	586	3030	1400	1012	1652	2.2034E+12	7560	8	1433600	5020	9	84	10	86	36	724	0	3	0	2.2034E+12	10.0.19041	4935680	0	0																																									
DbxSvc.exe	Win32_Process	20201030093146.140244-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	DbxSvc.exe	5028	138	0	DbxSvc.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	266	60	2165	2432	1012	2512	4377722880	6160	8	2490368	5028	10	75	10	75	0	0	0	24	156250	4375625728	10.0.19041	4046848	0	0																																									
EvtEng.exe	Win32_Process	20201030093146.140433-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	EvtEng.exe	5036	350	12500000	EvtEng.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	890	12666	11188	5488	1012	5532	4438134784	15384	8	5619712	5036	18	178	19	182	10	10884	0	19	18437500	4432887808	10.0.19041	11075584	0	0																																									
OneApp.IGCC.WinService.exe	Win32_Process	20201030093146.141356-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	OneApp.IGCC.WinService.exe	5044	625	7656250	OneApp.IGCC.WinService.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	897	12590	30916	31820	1012	31916	4983377920	35264	8	32583680	5044	42	353	45	353	69	207422	0	6	5000000	4935516160	10.0.19041	26173440	0	0																																									
svchost.exe	Win32_Process	20201030093146.142187-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	5052	475	4343750000	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	560	279378	23653314	15252	1012	36228	2.2035E+12	42752	8	15618048	5052	18	112	21	119	34389	281211576	0	15	22614687500	2.20347E+12	10.0.19041	21950464	6688	58219104																																									
Lenovo.Modern.ImController.exe	Win32_Process	20201030093146.142865-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Lenovo.Modern.ImController.exe	5060	1319	266406250	Lenovo.Modern.ImController.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	209521	11645342	237250	97628	1012	110168	419749888	86824	8	99971072	5060	63	415	83	436	981	1704806	0	60	242500000	353488896	10.0.19041	50900992	506	1056559																																									
IntelAudioService.exe	Win32_Process	20201030093146.143572-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	IntelAudioService.exe	5068	377	15000000	IntelAudioService.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	2018	37989	29564	29576	1012	30084	5031923712	30672	8	30285824	5068	24	435	25	436	69	189887	0	8	8437500	4991082496	10.0.19041	17678336	0	0																																									
LMS.exe	Win32_Process	20201030093146.150374-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	LMS.exe	4204	249	1093750	LMS.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	512	6599	9572	4016	1012	5104	98361344	14128	8	4112384	4204	14	109	18	115	56	3115952	0	4	3750000	87875584	10.0.19041	10874880	2767	228547																																									
EasyResume.exe	Win32_Process	20201030093146.150513-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	EasyResume.exe	4232	211	1406250	EasyResume.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	230	2093	5986	2216	1012	2484	73129984	9580	8	2269184	4232	14	120	16	121	0	0	0	5	2656250	63954944	10.0.19041	8888320	0	0																																									
svchost.exe	Win32_Process	20201030093146.157272-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	3564	130	156250	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	90	1112	2698	1628	1012	1892	2.2034E+12	6904	8	1667072	3564	10	69	11	71	0	0	0	2	312500	2.20339E+12	10.0.19041	4411392	0	0																																									
RegSrvc.exe	Win32_Process	20201030093146.158899-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	RegSrvc.exe	4392	179	781250	RegSrvc.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	91	1304	4497	2080	1012	2208	4405600256	9768	8	2129920	4392	11	130	12	134	111	2292	0	2	468750	4398084096	10.0.19041	6344704	0	0																																									
esif_uf.exe	Win32_Process	20201030093146.161141-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	esif_uf.exe	4704	117	2812500	esif_uf.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	119	2052	3840	1840	1012	1884	2.2034E+12	6504	13	1884160	4704	8	66	10	75	11	616	0	4	1718750	2.20339E+12	10.0.19041	4956160	653	48048																																									
svchost.exe	Win32_Process	20201030093146.162743-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	4684	203	6562500	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	10756	36818	10020	2384	1012	2604	2.2034E+12	9352	8	2441216	4684	12	88	14	91	3078	208728	0	5	6250000	2.2034E+12	10.0.19041	7069696	2071	449712																																									
RtkAudUService64.exe	Win32_Process	20201030093146.170331-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	RtkAudUService64.exe	5128	390	31093750	RtkAudUService64.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	3354	170753	6671	3324	1012	3976	4417851392	12448	8	3403776	5128	16	137	18	140	14	156	0	17	45781250	4411170816	10.0.19041	8744960	0	0																																									
SmartSense.exe	Win32_Process	20201030093146.172934-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	SmartSense.exe	5156	278	641250000	SmartSense.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	3406	322788	10089	3672	1012	4248	63131648	10220	8	3760128	5156	17	91	22	93	768808	258432592	0	13	1347968750	52645888	10.0.19041	9539584	57	2020																																									
ThunderboltService.exe	Win32_Process	20201030093146.183546-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	ThunderboltService.exe	5236	217	937500	ThunderboltService.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	210	3172	6752	12736	1012	12972	4842655744	14756	8	13041664	5236	13	179	15	180	13	54530	0	6	1250000	4837150720	10.0.19041	11399168	0	0																																									
SynRpcServer.exe	Win32_Process	20201030093146.184052-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	SynRpcServer.exe	5244	65	156250	SynRpcServer.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	9	72	1162	676	1012	764	4349358080	3476	8	692224	5244	5	29	5	29	0	0	0	2	0	4346212352	10.0.19041	2473984	0	0																																									
svchost.exe	Win32_Process	20201030093146.191777-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	5304	131	312500	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	637	44358	2581	1300	1012	1424	2.20339E+12	5748	8	1331200	5304	8	59	9	61	192	98304	0	3	312500	2.20339E+12	10.0.19041	4284416	3	1536																																									
svchost.exe	Win32_Process	20201030093146.196538-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	5356	404	28593750	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	9984	666886	17959	5172	1012	5936	2.20345E+12	21624	8	5296128	5356	20	165	27	181	4474	1466871	0	8	27656250	2.20344E+12	10.0.19041	19353600	105	214400																																									
Lavasoft.WCAssistant.WinService.exe	Win32_Process	20201030093146.197190-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Lavasoft.WCAssistant.WinService.exe	5364	432	3281250	Lavasoft.WCAssistant.WinService.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1289	19090	27508	33644	1012	34160	4948799488	47520	8	34451456	5364	31	366	33	373	74	216330	0	5	5000000	4931743744	10.0.19041	33095680	14	824																																									
MsMpEng.exe	Win32_Process	20201030093146.199719-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	MsMpEng.exe	5384	1103	5215000000	MsMpEng.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	12469835	1325518727	10188025	404720	1012	1555256	2.20551E+12	1174756	8	414433280	5384	91	853	193	1490	227259	3928664436	0	39	17906562500	2.20496E+12	10.0.19041	192950272	98534	1987531626																																									
ZeroConfigService.exe	Win32_Process	20201030093146.200971-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	ZeroConfigService.exe	5392	491	34375000	ZeroConfigService.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	5263	13640384	35079	6132	1012	6168	4464553984	19704	8	6279168	5392	24	225	26	228	249	18166	0	26	44375000	4458905600	10.0.19041	15458304	86	2332																																									
WTabletServiceISD.exe	Win32_Process	20201030093146.201763-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	WTabletServiceISD.exe	5400	165	312500	WTabletServiceISD.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	161	12274	3639	2052	1012	2108	4391604224	8964	8	2101248	5400	10	112	12	112	0	0	0	2	156250	4387409920	10.0.19041	6418432	0	0																																									
LenovoVantageService.exe	Win32_Process	20201030093146.234599-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	LenovoVantageService.exe	5572	1064	85156250	LenovoVantageService.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	70451	2791364	183966	70652	1012	78448	5031165952	88880	8	72347648	5572	52	478	59	495	60523	247466396	0	21	208437500	5014581248	10.0.19041	61874176	109	262423																																									
tphkload.exe	Win32_Process	20201030093146.235037-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	tphkload.exe	5580	309	25468750	tphkload.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1944	206768	15362	3812	1012	4392	4426571776	13776	8	3903488	5580	16	165	18	180	20	8039040	0	7	8281250	4414865408	10.0.19041	9904128	846	3224																																									
svchost.exe	Win32_Process	20201030093146.237716-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	5612	368	26093750	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	35693	3719726	14365	3096	1012	3764	2.20341E+12	11188	8	3170304	5612	17	99	25	100	1	116	0	6	22656250	2.2034E+12	10.0.19041	8208384	1	160																																									
svchost.exe	Win32_Process	20201030093146.242640-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	5660	123	5000000	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	15304	1336354	5279	1616	1012	1836	2.20339E+12	5628	8	1654784	5660	9	61	9	61	0	0	0	6	1093750	2.20339E+12	10.0.19041	4616192	0	0																																									
svchost.exe	Win32_Process	20201030093146.290815-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	5928	395	6250000	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	814	228016	12852	3472	1012	4128	2.20342E+12	12968	8	3555328	5928	25	120	27	120	3	348	0	12	5468750	2.20342E+12	10.0.19041	9564160	3	480																																									
jhi_service.exe	Win32_Process	20201030093146.438370-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	jhi_service.exe	6252	144	1093750	jhi_service.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	304	1256	5814	1268	1012	2752	4375748608	8760	8	1298432	6252	8	60	14	67	141	693430	0	2	312500	4361441280	10.0.19041	4591616	85	256387																																									
svchost.exe	Win32_Process	20201030093146.940678-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	6376	431	1094843750	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	835405	2015444	513366	25928	1012	45552	2.20359E+12	70100	8	26550272	6376	28	268	32	306	73243	611678591	0	27	2223906250	2.20356E+12	10.0.19041	25149440	8034	724571002																																									
